,If you like,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-1199490911632553070,-1199490911632553070,-6546787050052580484,8210960017870928723,-3410781775610270991,-145625979744144572,-1.9265258966372306e+18
-1196068832249300490,-1196068832249300490,6206342468637502921,2736373711035411385,-8426084422061984285,4056017896532335209,-8.24566303792652e+18
-1192619987285372590,-1192619987285372590,-4920252354047555768,5092635400707338872,-5570795524983603787,7778744448313924630,5.271205718596252e+18
-1181242543195516037,-1181242543195516037,231281690254211527,4430356355587165611,-2405892683303291957,2867605706298498445,5.312357518363318e+18
-1178371721262103855,-1178371721262103855,1618055575277164008,-4507929853521434970,-48842168049882829,2602221055863892168,-5.895530418852363e+18
-1173087925894083974,-1173087925894083974,7400247075626691905,4241385837165861843,-3697359635590244386,-4541461982704074404,-7.796858148829878e+18
-1172724258904585136,-1172724258904585136,6870972580508513306,7036087807129071010,-5680127089889759432,5037403311832115000,-8.854530470818326e+17
-1165347641456093580,-1165347641456093580,-43795168179752761,-3548152957882579401,-3544655814153481738,-2034054811536485879,2.668385070649955e+18
-1151034582628982912,-1151034582628982912,3702150017806959874,5232169374213306041,-5411404485622449820,-8935051432668167578,-5.289386635926629e+18
-1150591229250318592,-1150591229250318592,6206342468637502921,-2577148567706202814,-5581910915745827384,-6245524727898921842,-7.905002887579197e+18
-1138633255366005559,-1138633255366005559,-4412848927260591416,-4738242186452730534,6947862790919978120,8302949268716967655,-1.878569380455769e+18
-1137602700803601559,-1137602700803601559,5314107418764884230,-5027816744653977347,-5181489804915739633,1595230810451459837,5.237574390644779e+18
-1129449063360470561,-1129449063360470561,-6851896696719147400,817467807875770568,1737303669706106633,-2797708685347481851,7.414965642940222e+18
-1124738136890721085,-1124738136890721085,-2808969983997441543,-9147114693160126293,-43795168179752761,-9050450867630628092,-3.5446558141534817e+18
-1123543351704082417,-1123543351704082417,-1302167511807875596,-1669098707776725430,5165953265902526320,-8149429101569453081,-2.3332438574995866e+18
-1119244241345534741,-1119244241345534741,3116298625885250927,7756118769128656312,8926283897590637985,7104734618727920421,8.900292750226177e+18
-1114438937697017987,-1114438937697017987,5314107418764884230,-5027816744653977347,5237574390644778994,1595230810451459837,1.6629170277859203e+18
-1111518890369033396,-1111518890369033396,-4754223659064624252,2708089973817733462,-7992053163122498177,7023677777837267720,-3.7595968526961306e+18
-1104501717379772664,-1104501717379772664,8659918766210334195,-3295913657316686039,-1419343869401004365,3343368383976781910,1.286494666178127e+18
-1101832997669013246,-1101832997669013246,-434149774629603391,-3367778232969996503,7933360486658437274,-4833307637594287163,-7.880354199685306e+17
-1101361754763388054,-1101361754763388054,31349081826574004,-7655127094029937288,-9147114693160126293,8690601908689146128,-2.8089699839974415e+18
-1088742830039453732,-1088742830039453732,5930806521893160184,-7193893108516217330,363303724138208407,1003778007373126185,2.531450382701518e+18
-1081723567492738167,-1081723567492738167,7813943820850065086,2841458704671711663,-6016433871633244814,3465127447598546258,7.569814035922104e+18
-1073835383506921412,-1073835383506921412,-7108012586837980940,8028897172674067530,-6798063491592860025,-5055745575969002313,5.761988486867613e+18
-1072987232233605661,-1072987232233605661,-4608017393995766765,-1820269894165785259,-3854488592949785912,-340541651592032197,2.051327203770554e+18
-1068603220639552685,-1068603220639552685,-1463025432902754108,-5794047401651735687,5726008417498979736,2050138727387005412,7.077639154797499e+18
-1060990524105135617,-1060990524105135617,-4748027149000767298,-8578355592291788601,6678691743269420670,7498047411414226273,8.065912276310959e+18
-1055630159212837930,-1055630159212837930,-8009527121402763559,-8158171393641147845,-5778988730475305016,6658257247913756761,-4.0370328373271757e+18
-1051830303851697653,-1051830303851697653,8497861351486449784,4548329563501022787,-548495338204268789,6669026579073415958,-2.1810712899728356e+18
-1046621686880462790,-1046621686880462790,-8343581376353287618,34557439830244258,-3125361793069842594,-3368357500455466403,7.372398343609401e+18
-1039912738963181810,-1039912738963181810,-6195775145989617417,7655627888058923987,-1590585250246572231,-6074661548047199165,-1.7536067263985162e+18
-1033806831489252007,-1033806831489252007,-5204755921272353160,2668385070649954934,8267509427016592713,-5618100784509704440,-3.751398885033122e+18
-1024046541613287684,-1024046541613287684,5518462222339671372,-8202212195240926680,7963184191158282052,4807410384082534048,-6.999747484065183e+18
-1022885988494278200,-1022885988494278200,-6893108632164641498,-3760006690401014603,-912681925384819247,4061646345741687197,6.426224004219108e+18
-1021685224930603833,-1021685224930603833,381577463519666187,-3633300009206493694,-4201751526335049119,6352416307575007029,-6.463637573325658e+18
-1006791494035379303,-1006791494035379303,3643465492984939400,9151634133568930081,335910242745901755,-7202774608580336956,-4.205346868684834e+18
-998818216447049475,-998818216447049475,-115892576593938933,-6798063491592860025,-7108012586837980940,-7191607771634445823,8.028897172674067e+18
-993224631915984347,-993224631915984347,1547036706250649420,8545647269051113523,-860914756454619650,8844011188151156774,1.0834746138193256e+18
-986193709330758766,-986193709330758766,8461204368464164538,5424502143558028097,-1995591062742965408,7631327570702153011,-8.258529658421542e+18
-986027724303592548,-986027724303592548,7851022564818849560,4629488036162962359,400125073514833994,-5628897645967553681,3.618271604906293e+18
-973131232603202326,-973131232603202326,-3125361793069842594,34557439830244258,-8343581376353287618,-1557461511205521728,1.0612380725868054e+18
-969155230116728853,-969155230116728853,7521700660190108859,-6659933088254630422,3906974906788964502,4831903061865014867,-9.028990334396398e+18
-958925381525830552,-958925381525830552,-749116597676471759,1177957942021788639,3399073250354435892,885269153482673496,7.303676031229269e+18
-945863510619496974,-945863510619496974,972258375127367383,-7259527987837041658,-43795168179752761,-9100490342054218852,-7.722236679806608e+18
-927862226557602150,-927862226557602150,393734797767236089,-5078536505040226358,980458131533897249,-1452340812018195881,-3.6973596355902444e+18
-912681925384819247,-912681925384819247,-6893108632164641498,-3760006690401014603,-1022885988494278200,4061646345741687197,5.0362017771358e+18
-908505899495735224,-908505899495735224,-3537777320523757545,-8018088591294066196,6754417485681598974,4891164246772479976,-9.081753261356157e+18
-908052164352446106,-908052164352446106,-2402288292108892893,6514150672874342131,2725842723638001955,-4024778022934140027,-7.371144664961016e+18
-907419983362132448,-907419983362132448,-5570795524983603787,4644672909721737325,-8681175158863587641,5018472516978866574,-5.958517413308812e+17
-906467637324626408,-906467637324626408,4647928672998188259,5473340184873040894,-4948717594596229869,-1511619461666295654,4.158328739563138e+18
-894273917655637623,-894273917655637623,1719976830095479814,-5345231991504930502,-894273917655637623,-6180514744351188891,1.1736589874158705e+18
-885886002174762919,-885886002174762919,-7684863035595645318,8786528563105605644,4303142677581479651,7569814035922103969,-7.454907763335725e+18
-885453047081832598,-885453047081832598,6870972580508513306,-1172724258904585136,7036087807129071010,4866620033136147586,-6.929723062299048e+17
-879594538384021068,-879594538384021068,-4996336942690402156,-3295913657316686039,3035329611795434601,-3850335246895770347,1.1988632244587445e+17
-873780453963615794,-873780453963615794,34557439830244258,-8343581376353287618,-3125361793069842594,7962608766252092705,-1.5574615112055217e+18
-862645085190435621,-862645085190435621,5533752987392101383,8265190708606665292,7606744605433799135,5930806521893160184,-7.193893108516217e+18
-861913102049789637,-861913102049789637,-6115752106105570167,9208127165664287660,4625350031392752392,3492139128548911513,7.420742904084385e+18
-860914756454619650,-860914756454619650,-993224631915984347,2220561310072186802,1547036706250649420,8545647269051113523,-9.041823059579281e+18
-860751600992244121,-860751600992244121,8982094176562780806,-720777800522871309,-6016433871633244814,7569814035922103969,-1.7061141772228726e+18
-844797936291539016,-844797936291539016,8295457724580096419,-3718969219417182449,5834671664627894569,-8980834789053459155,7.828019124127586e+18
-825802007843492131,-825802007843492131,-2114113759134837010,-5686522658459155544,7138108653908662095,1059874396577697902,2.379460324923679e+18
-823697973575832204,-823697973575832204,-9166778629773133902,-2213320166727371491,-2375266175756882986,-569322218183730892,6.798386551136144e+18
-820343972901090172,-820343972901090172,5008913705695203000,8657408509986329668,4164212115654350513,7534917347133949300,-6.074646493203714e+18
-817129654810180675,-817129654810180675,-4086521633840243549,4877833951599818487,-6400214860728938634,3467834993860080188,8.6225972516817e+18
-816352740763488513,-816352740763488513,-3758287970266820834,-6133746337603876146,-742603651309629354,-454649054276160610,3.4950980061780096e+18
-807868207410889392,-807868207410889392,-169274570747753943,-2090760089450762391,8748370453256790422,-9161596996229760398,2.7363737110354115e+18
-799315203186826480,-799315203186826480,8200662919796009914,3801064060797809024,5380540855517464621,4869691310149728361,5.817939718364925e+18
-797853000484445213,-797853000484445213,8200662919796009914,5817939718364925129,-5808672937983623398,5380540855517464621,5.473340184873041e+18
-793729620925729327,-793729620925729327,3495098006178009360,5847042211895226591,-6171950598721418038,6798386551136144335,-2.2133201667273715e+18
-790959521412948853,-790959521412948853,8065912276310959188,-44082375822273498,5847042211895226591,-569322218183730892,5.658615529969625e+18
-788035419968530567,-788035419968530567,6873454157736399518,-2871288807409592,2947843229055216994,6941466664989793964,-1.6220372685765555e+18
-782975839522191154,-782975839522191154,-8489944755890710748,-860751600992244121,-615862350872519037,6428429126612898364,-7.120369133608665e+18
-769212572760644334,-769212572760644334,7926736692763443624,348632682812866328,-4309525417316029305,39554158227241538,-8.717945432162716e+18
-759389978085260161,-759389978085260161,-5736221996280340620,6984066580750577207,1729892529360390310,-6659933088254630422,-7.509877147979461e+18
-749116597676471759,-749116597676471759,7203367456821804602,6908884359295619150,7303676031229268527,3399073250354435892,6.634206168889469e+18
-746073086109727488,-746073086109727488,4634963407423735625,2259988589066296676,5293701842202310496,-6817174660103551196,6.858632230975272e+18
-742603651309629354,-742603651309629354,-9076501258717815738,1507299850679912107,4307433444610636421,-3959242148361340089,-7.259527987837042e+18
-730957269757756529,-730957269757756529,-9080873096647717414,-4399400419562742528,8482750322470893687,-8190931845319543363,4.156291407717901e+18
-729129249377835720,-729129249377835720,-5150441845583002912,711995695898078056,-4158297476631283435,5779887740609126631,7.90210667253899e+17
-724699218170106849,-724699218170106849,5314107418764884230,-5027816744653977347,5237574390644778994,-1137602700803601559,1.5952308104514598e+18
-721732705314803549,-721732705314803549,667643281369196267,-5839185923562195912,7217636150008996485,-8259953995965151136,8.901449108040308e+18
-720777800522871309,-720777800522871309,7251252752220327534,-6016433871633244814,7569814035922103969,-720777800522871309,-6.510151088126868e+18
-713893030279048092,-713893030279048092,8200662919796009914,5380540855517464621,-5808672937983623398,-2139739377293212491,-7.766518409111703e+18
-703416562539077070,-703416562539077070,1333053624108726661,6524157088939139948,-7639185658532886960,-7685837606421530296,7.973573994178036e+18
-692972306229904743,-692972306229904743,-3645539449929727083,-8813724423497152538,3727587882617538492,-1663441888197894674,-2.5399159912136755e+18
-686679025328909441,-686679025328909441,-502840688786875793,-1353560213232970946,5447580952505296338,3056097063387494549,-6.479058008972758e+18
-668191656681035303,-668191656681035303,5429923407915345742,-96719740408441346,-8245663037926520114,8736111317960965711,7.346327526618303e+17
-667193404227875686,-667193404227875686,-908505899495735224,-3537777320523757545,-1255189867397298842,3272519107572730082,-8.243488279185273e+18
-662806181534790446,-662806181534790446,1061238072586805321,4156291407717900798,1431351528207086249,-1804728901674946596,-1.8682971955904312e+18
-659411840002799494,-659411840002799494,-1672165618620086344,6953968734027801757,-1104501717379772664,-7255737497176527784,3.5103496227182874e+18
-655909700262679295,-655909700262679295,-3875881534863988868,-1820269894165785259,-2402157201203242566,4546206336477094824,4.333668738649702e+18
-645584250289067285,-645584250289067285,-645584250289067285,3750772607644674028,8993230615635349817,-583471248660258378,5.281570276277575e+18
-637050915727878966,-637050915727878966,1954074927376897165,-724699218170106849,-5181489804915739633,-4485188959476061019,5.314107418764884e+18
-635870441391555852,-635870441391555852,6690761795935927461,8386493184609384928,-3705763041224967421,-3645539449929727083,-2.8964418882202025e+18
-634395794651424614,-634395794651424614,-5578229678262992168,719128783277038733,5304344058087060692,3746463631389880443,7.077639154797499e+18
-624901815223005993,-624901815223005993,-519908173368613957,8353614127518545485,-3653998742295730637,7965539599896143226,-3.872763991286728e+18
-623310439329591027,-623310439329591027,-4738242186452730534,-1447641181396994093,-5823398424129440733,-3285620956704836473,1.1174559518026559e+18
-615912190028612956,-615912190028612956,7993526700719577624,-4509487968959834430,-5952729859839521828,880612740433495828,7.088167897470453e+18
-615862350872519037,-615862350872519037,-8018192200278263695,4532698165746826599,-1353560213232970946,7039033478836344543,6.187300944962737e+18
-614408900691920886,-614408900691920886,-389749390447363927,-2220859822082318562,6583734846225935852,357449794379078687,5.441077925667941e+18
-605114438206384896,-605114438206384896,-6993279786012379694,3151804887212279872,-2559385310537355580,-2779829118032656703,5.338677278233758e+18
-601952361752157430,-601952361752157430,910894669274456978,-2990485643677949494,1580124381109623727,3218993154926038233,1.6984838807149276e+18
-595851741330881198,-595851741330881198,-5570795524983603787,4644672909721737325,-8681175158863587641,5018472516978866574,7.965539599896143e+18
-592655813177747831,-592655813177747831,-2705245562881239338,7498047411414226273,-4748027149000767298,-8578355592291788601,6.678691743269421e+18
-587747935064273401,-587747935064273401,307952468886079288,3965818599169726564,5008913705695203000,7534917347133949300,-4.974757204495954e+18
-584688562749460923,-584688562749460923,3618271604906293310,-197504840924463488,7763750328910542816,-156577302871365261,-9.860277243035926e+17
-583471248660258378,-583471248660258378,-645584250289067285,6607431762270322325,3750772607644674028,8993230615635349817,5.281570276277575e+18
-582471538642477927,-582471538642477927,-2487699318115820990,7933362470375280252,-273156842634169039,3742318026370211556,4.2352124840481644e+18
-569322218183730892,-569322218183730892,-569322218183730892,-2477364558321255827,5658615529969625284,-2375266175756882986,-2.2133201667273715e+18
-559964548932224920,-559964548932224920,163780025692404854,9033884391004475493,4315784099325221836,4597139024287190193,-5.473240756133414e+17
-556674612043273194,-556674612043273194,-5328971462978089293,-6970201660508635241,5473340184873040894,-1511619461666295654,-4.94871759459623e+18
-555187669877280641,-555187669877280641,8384349834972693428,-3410781775610270991,-6546787050052580484,8210960017870928723,-1.4562597974414458e+17
-548976469460064550,-548976469460064550,372531153711028286,-1999468346928419252,-4303046765246718776,-7124339858992523617,1.8283406149951168e+18
-548495338204268789,-548495338204268789,-548495338204268789,4548329563501022787,6669026579073415958,6535950170823528902,-4.565745183488062e+17
-547324075613341407,-547324075613341407,-3114161754347804356,4597139024287190193,-2990485643677949494,163780025692404854,4.315784099325222e+18
-541666025693385823,-541666025693385823,-4974757204495953627,-2855910583928922225,3980405883168341377,-8189315446782327370,-5.331421579623798e+18
-538948733779286129,-538948733779286129,5827857898404399503,1662917027785920354,5589105207760786822,2841458704671711663,-6.016433871633245e+18
-535029905294961110,-535029905294961110,8289800212949675494,8049667463017473012,-3622715112759104312,9217155070834564627,5.111115201913219e+18
-532999578436827210,-532999578436827210,7342707578347442862,-8279505492976427918,-7033990154815318757,7973573994178035769,6.778168087818061e+18
-519908173368613957,-519908173368613957,-4037032837327175755,7978090893338710234,-5570795524983603787,-8578355592291788601,-4.748027149000767e+18
-518690781085251687,-518690781085251687,7905485530310717815,8637400873589298078,2335028422423709400,-5678159351655490918,8.298709454703869e+18
-502840688786875793,-502840688786875793,-3324787160651928845,6187300944962737279,7039033478836344543,-686679025328909441,-6.15862350872519e+17
-498795758651788662,-498795758651788662,-5017021199558167721,6034099213718885791,885269153482673496,6908884359295619150,7.303676031229269e+18
-498521148402713730,-498521148402713730,5940374562401786524,5681075485882787671,3801658304588389996,4746056663292225769,6.42466837640953e+18
-486686184692655504,-486686184692655504,-6704596170548214779,-8722526817358894474,-8964534883296838326,717471739656838182,7.168347449326627e+18
-462708537764773317,-462708537764773317,966067567430037498,-1313614305945895108,8946250624470221174,-2587745393898245957,-1.3128506811278653e+18
-456574518348806233,-456574518348806233,8381798621267347902,8219310215587599928,-7356135999773525293,1433951803438448289,-4.187268503708157e+18
-455124319026316634,-455124319026316634,-4920252354047555768,5092635400707338872,-1403735753867098241,-7620438371471449873,1.349971382589895e+18
-454649054276160610,-454649054276160610,3702150017806959874,-5411404485622449820,-8935051432668167578,-5289386635926629588,5.232169374213306e+18
-450825503558460924,-450825503558460924,-2747266787901704910,-42126282997118624,1120323498091467525,3608243634452078989,2.704436934348861e+17
-447851796385928420,-447851796385928420,3032648342029994387,-8677396111092711799,-3258959365023720872,7734121175534200554,2.5414996976779366e+18
-435798809553722526,-435798809553722526,7029834616968294970,-6851425181090952724,-4195851681734441295,-2358756719610361882,4.9072631139622496e+17
-434149774629603391,-434149774629603391,-1101832997669013246,430255078684584595,4544213501105457932,8049667463017473012,8.968837261991914e+18
-427385793606723821,-427385793606723821,5239464617027010625,3548262914600772288,5831479026588423198,6215963711332976380,-5.452374239565071e+18
-411378842607264055,-411378842607264055,6102826385978742696,-8863047175241170722,-2136400115854451336,8587620342631480154,-3.5135156502505016e+18
-401664538366009049,-401664538366009049,8982094176562780806,-6016433871633244814,5156657166068502754,1362723651715193305,-1.7379372770550367e+18
-398780385766545248,-398780385766545248,621816023396605502,7342707578347442862,2623290164732957912,4807721425375438334,6.778168087818061e+18
-393060967458342665,-393060967458342665,3727587882617538492,-8025433077701076525,-8700857105739861338,3541770362851368020,6.8734541577364e+18
-389749390447363927,-389749390447363927,-2220859822082318562,-614408900691920886,6583734846225935852,357449794379078687,5.441077925667941e+18
-387651900461462767,-387651900461462767,1796618361228441836,-4228415104574264137,-5715266554592745669,-7986975759046428357,1.349971382589895e+18
-377975173223377441,-377975173223377441,-1556169727291354289,1954074927376897165,1137471872769164371,9217155070834564627,5.684817723169964e+18
-360529647164834348,-360529647164834348,-2440247087447106971,-4475938295812802739,1433393829724383645,-3581194288660477595,3.884256359744616e+18
-348408475077850711,-348408475077850711,4277778562135834208,372531153711028286,-548976469460064550,6424668376409530281,5.96226817693971e+18
-340541651592032197,-340541651592032197,-9103776596534246502,3321223121670148312,4333668738649701866,2051327203770554158,-3.854488592949786e+18
-339230353302835829,-339230353302835829,-3751398885033121551,-5204755921272353160,7421641564256558176,-2307670819023106063,2.668385070649955e+18
-330801551666885085,-330801551666885085,8200662919796009914,3801064060797809024,-5808672937983623398,-7766518409111702133,-2.1397393772932124e+18
-329139582593571060,-329139582593571060,-3645539449929727083,-4975645025178552956,-5691008411030226594,-1663441888197894674,1.3177820559090957e+18
-327208414896292296,-327208414896292296,7655627888058923987,-1302167511807875596,-6195775145989617417,-6142462826726347616,7.359520440231677e+18
-326357109758599578,-326357109758599578,-1383778823073811714,-6096307037126839100,8872925201254666834,-3488100191290830083,1.971653634364578e+18
-324861070284719256,-324861070284719256,-3037091822980174821,-4657414671719964025,1971653634364577968,5842191581670322333,-3.4881001912908303e+18
-321691855821364131,-321691855821364131,-7322744040992592407,-8763351865833452031,8233465999590288609,1431351528207086249,3.8232683277044127e+18
-310216403933861245,-310216403933861245,8396284143617057811,817467807875770568,3256054536066714292,-2797708685347481851,8.089766674179723e+18
-307396946333196366,-307396946333196366,1433393829724383645,-4228415104574264137,-3059841990815099417,4300652811307550975,7.631327570702153e+18
-306538960798971040,-306538960798971040,6075137928366965854,-2377881752614744441,-2976309714446243509,-9033346036688923648,-2.355230755276061e+18
-292870452169977398,-292870452169977398,-547324075613341407,163780025692404854,9033884391004475493,4315784099325221836,4.59713902428719e+18
-282629989972409543,-282629989972409543,-282629989972409543,-4866987227632887920,7790567704847993284,5028081187109329892,3.6182059201795773e+18
-277169424764188814,-277169424764188814,-7051470020148066326,8878031598946138458,7804826445069770894,6525794335263078309,-4.6006113448223944e+18
-273156842634169039,-273156842634169039,-273156842634169039,5191381587333696286,3742318026370211556,4235212484048164433,5.322532051893154e+18
-271938775771328391,-271938775771328391,-3102652803014865472,-8497895589300643949,2602221055863892168,7029834616968294970,-6.851425181090953e+18
-266262937631881148,-266262937631881148,-8047634385511625486,-9056114023474725450,3575694866055127253,8905656922810620012,1.7470778664799037e+17
-264519121623606417,-264519121623606417,-7292285110016212249,-2382583983070627054,8654585772743935612,5145921881592486583,-9.041823059579281e+18
-254088699629065171,-254088699629065171,6484776051882277624,-6725796505137573953,-3671800260859291252,6910763794618680440,1.3795461452373814e+18
-241724866433160984,-241724866433160984,-1104501717379772664,-8773118241761372618,-7315032288233856709,8659918766210334195,-3.295913657316686e+18
-240359174314633445,-240359174314633445,-2328163218997425612,-3675009040647936899,-6074661548047199165,230807360572081472,6.881796783400626e+18
-229081393244987789,-229081393244987789,-1917202688559171732,3995377148178067553,-1419343869401004365,-3850335246895770347,-1.1045017173797727e+18
-205193648629294862,-205193648629294862,-3951274083288934897,-6566175321434139682,-21036008762564671,7421641564256558176,2.121807307434668e+18
-197504840924463488,-197504840924463488,3618271604906293310,7763750328910542816,-156577302871365261,7851022564818849560,-9.860277243035926e+17
-170687954910264210,-170687954910264210,6247175512001835023,8402348887626635381,-2099829359953227557,5384282624557636856,8.54134777334049e+18
-169274570747753943,-169274570747753943,-2090760089450762391,-807868207410889392,-7448252416950961815,8748370453256790422,-7.993152031868265e+17
-158184760257182670,-158184760257182670,-5600393064072065417,2625883933130361261,3269302169678465882,-8099145207792678586,-6.878119266243511e+18
-156577302871365261,-156577302871365261,2375950438753851487,3618271604906293310,6984066580750577207,1729892529360390310,-7.509877147979461e+18
-145625979744144572,-145625979744144572,-6546787050052580484,4677417698542178243,8210960017870928723,784265334245910688,-3.410781775610271e+18
-133139342397538859,-133139342397538859,8869347744613364434,569574447134368517,-8742648016180281673,1496653703915349161,2.2317498054682322e+18
-115909536143817330,-115909536143817330,-115909536143817330,8905656922810620012,6034099213718885791,3575694866055127253,-9.113900031116341e+16
-115892576593938933,-115892576593938933,6908884359295619150,7303676031229268527,885269153482673496,7203367456821804602,6.634206168889469e+18
-96719740408441346,-96719740408441346,1854874463930846880,400125073514833994,-1297580205670251233,2719909253419802298,1.8815345327765274e+18
-92787874211637246,-92787874211637246,1881534532776527237,8596997246990922861,5913609969272242724,-720777800522871309,5.156657166068503e+18
-91139000311163410,-91139000311163410,8905656922810620012,717471739656838182,-78667914647336721,-8502883448980287228,-1.1590953614381733e+17
-89955207814154444,-89955207814154444,-70211258489242437,2393972361498749268,7024819429467163565,-9041546321432974047,-1.4537833145522867e+18
-88303961787201909,-88303961787201909,6644171916702621557,3268064929368559554,-4921088466135297415,3470393457385461859,-9.861937093307588e+17
-86767468210285959,-86767468210285959,5929055844564382383,-86767468210285959,-5628343274127925011,2255878226385826814,-5.458316826145146e+18
-78667914647336721,-78667914647336721,-91139000311163410,717471739656838182,8905656922810620012,-115909536143817330,-8.502883448980287e+18
-78422372027822130,-78422372027822130,-1383778823073811714,1971653634364577968,8872925201254666834,-3488100191290830083,-6.096307037126839e+18
-78066964941874046,-78066964941874046,8582210754044680874,90383487344892230,-7639185658532886960,-3482581255202910790,-5.283009029345398e+18
-74366709451305894,-74366709451305894,5928346445655989915,3116298625885250927,-9184137057748005562,2379460324923679020,-1.1192442413455347e+18
-72844094766108869,-72844094766108869,-1068603220639552685,8074780316213343498,-1463025432902754108,-5794047401651735687,5.726008417498979e+18
-70211258489242437,-70211258489242437,-89955207814154444,2393972361498749268,-9041546321432974047,532564948976818124,8.982094176562781e+18
-57452526663870593,-57452526663870593,-1165347641456093580,-5578229678262992168,-43795168179752761,7323176445666562417,1.116363438212355e+18
-55755961199248325,-55755961199248325,307952468886079288,-4974757204495953627,-799315203186826480,-7448252416950961815,-3.027055440570406e+18
-48842168049882829,-48842168049882829,-1178371721262103855,1618055575277164008,-5895530418852362770,-4507929853521434970,-2.0594654832196052e+18
-48321713734223478,-48321713734223478,7965539599896143226,3972616933829295411,-7463572107837163154,-1820269894165785259,6.227065897176997e+18
-44082375822273498,-44082375822273498,8065912276310959188,-7529178973676767391,7978090893338710234,-8996656559398843485,-7.463572107837164e+18
-43795168179752761,-43795168179752761,-3544655814153481738,-1820269894165785259,8316918063034631031,967143806332397325,-1.8047289016749466e+18
-42126282997118624,-42126282997118624,-450825503558460924,3608243634452078989,1120323498091467525,-2747266787901704910,2.704436934348861e+17
-39485845307123560,-39485845307123560,-4095842175692097942,6514150672874342131,8396284143617057811,817467807875770568,4.563606877148407e+18
-36844712915106340,-36844712915106340,8886002764685330098,-9100490342054218852,972258375127367383,-6151852268067518688,2.871648046424591e+18
-33740349536513960,-33740349536513960,-5618100784509704440,-3751398885033121551,-5204755921272353160,2668385070649954934,8.267509427016592e+18
-23817016428727099,-23817016428727099,2668385070649954934,-5204755921272353160,8267509427016592713,-5618100784509704440,1.116363438212355e+18
-21036008762564671,-21036008762564671,-205193648629294862,-5410531116380081703,6519443272707698315,7606744605433799135,-9.222795471790223e+18
-14569272361926584,-14569272361926584,-1572252285162838958,3660989387512978561,-2923886912694084893,3091351089612339864,6.527704900182256e+18
-7527881206365368,-7527881206365368,1851975995406778464,5530820581773167955,6377566860234930618,8640945691036622521,-5.786811453218932e+18
-6457517220721978,-6457517220721978,-2747266787901704910,3608243634452078989,270443693434886127,1120323498091467525,4.320282974712265e+18
-5924996404988010,-5924996404988010,8076265166566225141,-6484638837208285334,8786528563105605644,5827857898404399503,-2.555801390963402e+18
-2871288807409592,-2871288807409592,7510090557616166004,6873454157736399518,643905832258297060,-3231932874544830919,-1.6220372685765555e+18
-1523691178084871,-1523691178084871,-3285397592982852407,1431351528207086249,-1868297195590431285,-7900768082301348135,-1.8047289016749466e+18
-1038011342017850,-1038011342017850,1283472251609674486,4184543400419595673,-3705763041224967421,4716135688735489427,4.00125073514834e+17
1984587708208773,1984587708208773,6377566860234930618,-2271868873349907631,-8146108036639482450,-7660505434580831027,-1.7798707375682122e+18
9178250635927683,9178250635927683,4109366816886873672,9158289456544908688,4786732753690611738,6999813113145211708,-7.217198366041992e+18
10247031220756478,10247031220756478,-4948201003470936673,-8934199835393138432,-5784228041033890044,3073610766179441483,3.888577703887671e+18
18738895644634365,18738895644634365,7498047411414226273,-8578355592291788601,-4748027149000767298,6678691743269420670,-1.0609905241051356e+18
18930987176089166,18930987176089166,4604014376318271136,2124033843135988844,179286456725721055,1556878199027930272,-8.282357075607822e+18
30461094217357731,30461094217357731,-8739701156093513292,-6308850935767965758,2362495898257544462,3643465492984939400,-4.089455027188314e+18
31349081826574004,31349081826574004,-569322218183730892,-6171950598721418038,5658615529969625284,6798386551136144335,-7.655127094029938e+18
33271019004198538,33271019004198538,-5879360586463363298,6492104262016302259,-1537223691132357350,7985545205318799060,2.998023988107019e+18
34557439830244258,34557439830244258,-8343581376353287618,-3125361793069842594,-873780453963615794,7962608766252092705,-1.5574615112055217e+18
39554158227241538,39554158227241538,374352050712569304,-7162567255723313045,7926736692763443624,-5193720747719231594,-7.692125727606444e+17
49177526672934036,49177526672934036,569574447134368517,5036201777135800491,2668385070649954934,9168028029170358424,9.158289456544908e+18
54211792749134075,54211792749134075,8065912276310959188,7498047411414226273,2399228553079505025,6678691743269420670,-4.748027149000767e+18
54678605145828343,54678605145828343,-4316394955033262743,-6115752106105570167,1487738553913510703,3761187656635209729,3.929262240746147e+18
65053321054180411,65053321054180411,-4600611344822394376,-6467708104873171151,7555106864392724379,1005751836898964351,8.742078838645537e+18
80435662809978246,80435662809978246,-7565625515044903967,7664140604181040222,-3302834510061927448,8743240285401859304,-2.3332438574995866e+18
84318068629167514,84318068629167514,-6590819806697898649,2508620055362300376,569574447134368517,8310689940464940949,9.191014301634017e+18
90383487344892230,90383487344892230,-7639185658532886960,374674704202038318,-8031358134051918098,8582210754044680874,1.3330536241087268e+18
91241469839881699,91241469839881699,-6359164149051198083,-3699283667575074041,1158279435862414346,-5833012379380837354,4.702466408529037e+18
98528655405030624,98528655405030624,2265761247530716287,7358145651645216086,-6466212324513658217,5714055337338770799,4.916417766268745e+18
119886322445874454,119886322445874454,7498047411414226273,-8578355592291788601,-4748027149000767298,6678691743269420670,-1.0609905241051356e+18
123378787151399958,123378787151399958,9178250635927683,4109366816886873672,9158289456544908688,4786732753690611738,6.999813113145212e+18
